id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38892821,QueenBed CosyHome_short walk to Train_near Barossa,31964383,Ben,,Concordia,-34.59525,138.74996,Entire home/apt,108,2,105,2022-09-12,3.01,1,173,24,
38914282,"Tree Creeper Cottage, Kersbrook",298038628,Alan,,Mount Crawford,-34.73902,138.91378,Entire home/apt,100,1,51,2022-09-17,1.62,1,69,14,
39158378,Grace of Gawler - WiFi Netflix & train @ your door,78037905,Steph,,Buchfelde,-34.60631,138.74402,Entire home/apt,140,1,147,2022-09-18,4.22,2,211,71,
39265464,Lavender Cottage BAROSSA - LOCATION!,165561239,Marlovisa,,Tanunda,-34.52297,138.95956,Entire home/apt,240,2,8,2021-01-09,0.32,2,190,0,
40013760,Barossa Resort Style Living - New Listing Jan 2021,2215953,Steve,,Tanunda,-34.52431,138.95589,Entire home/apt,750,4,6,2022-01-05,0.29,1,25,2,
40212692,Biscay Cottage: enjoy the peace and quiet,2425103,Sandra,,Bethany,-34.53929,138.96757,Entire home/apt,250,999,48,2022-09-18,1.81,2,69,25,
40290859,Barossa Shiraz Estate The Barn,310538520,Julieanne,,Lyndoch,-34.59343,138.87888,Private room,550,2,36,2022-09-05,1.11,2,249,24,
40291757,Barossa Shiraz Estate The Vines,310538520,Julieanne,,Lyndoch,-34.59173,138.87876,Private room,490,1,3,2022-05-01,0.10,2,232,1,
40433136,King Deluxe Room,162433043,Danielle,,Angaston,-34.49315,139.02876,Private room,145,1,1,2022-03-20,0.16,6,347,1,
40433163,Standard Queen Room,162433043,Danielle,,Angaston,-34.49416,139.02739,Private room,107,1,24,2022-08-14,0.71,6,350,20,
40433180,Triple Room - Queen + Single,162433043,Danielle,,Angaston,-34.49417,139.02892,Private room,135,1,1,2022-08-22,1,6,337,1,
40433196,Family Room- Queen + 2 Singles,162433043,Danielle,,Angaston,-34.49403,139.02731,Private room,145,1,6,2022-04-21,0.20,6,320,3,
40433230,Family Room- 2 x Queens Room,162433043,Danielle,,Angaston,-34.49248,139.02915,Private room,140,2,3,2022-08-15,0.42,6,309,3,
40433247,Standard Twin Room,162433043,Danielle,,Angaston,-34.49462,139.02856,Private room,105,1,2,2022-01-16,0.06,6,307,1,
40433618,Vineyard Views,29148788,Karl,,Angaston,-34.53599,139.039,Entire home/apt,233,2,141,2022-09-16,4.15,1,136,55,
40710829,Pembury Mews,26147078,Jonathan And Kate,,Angaston,-34.50134,139.03853,Private room,120,2,0,,,6,0,0,
41405916,Triple Creek Guest House - Barossa Region,396529571,Dorham,,Marananga,-34.49844,138.91357,Entire home/apt,650,1,107,2022-08-29,3.46,2,257,47,
41480905,The Palms,63693332,GaryLeonie,,Hewett,-34.5929,138.74565,Entire home/apt,229,2,15,2022-04-10,0.48,5,305,7,
41597034,Under the Vines....a Vineyard Escape!,10626104,Karen,,Tanunda,-34.5047,138.9971,Entire home/apt,290,2,67,2022-09-18,2.10,2,260,55,
41804891,10 Murray  Tanunda  feel like a local,196783231,Louise,,Tanunda,-34.52674,138.95273,Entire home/apt,768,2,98,2022-08-29,3.14,1,298,51,
42163559,Casa Mia Angaston,50037088,Georgina,,Angaston,-34.50143,139.0463,Entire home/apt,250,2,16,2022-08-30,1.86,1,332,16,
42566492,Near Gawler Main St and start of Barossa,338081408,Sharen,,Concordia,-34.60119,138.7623,Entire home/apt,128,4,78,2022-09-13,2.56,1,306,24,
42649403,BnB on Barkey,123337181,Linda,,Greenock,-34.45488,138.9318,Entire home/apt,132,2,37,2022-09-12,2.07,1,127,20,
42653260,THE VINES   Mount Pleasant close to attractions.,175043828,Shari,,Mount Pleasant,-34.77893,139.04251,Entire home/apt,105,1,71,2022-07-24,3.08,1,0,38,
42667491,Elders Office,257562725,Jasmine,,Angaston,-34.50108,139.0417,Entire home/apt,250,1,200,2022-09-15,6.47,4,251,76,
42718676,Auction Shed,257562725,Jasmine,,Angaston,-34.50171,139.04057,Entire home/apt,507,1,82,2022-09-05,3.28,4,291,51,
43047801,Angas's Retreat - with Country views,241630453,Melissa,,Angaston,-34.49981,139.04224,Entire home/apt,260,2,97,2022-09-18,3.51,1,101,44,
43118837,Deluxe Couples Spa Cabin,20245136,Seppelts View,,Marananga,-34.4884,138.9235,Entire home/apt,312,1,34,2022-08-19,1.25,4,118,9,
43128151,Couples Cabin,20245136,Seppelts View,,Marananga,-34.48836,138.92286,Entire home/apt,190,1,48,2022-08-09,1.71,4,251,22,
43128158,Family Cabin w/ Seperate Bunk Room,20245136,Seppelts View,,Marananga,-34.48651,138.92349,Entire home/apt,208,1,10,2022-06-10,0.41,4,239,3,
43329785,Cirillo Guest House,52348976,Annika,,Nuriootpa,-34.49419,139.00969,Entire home/apt,420,2,54,2022-09-18,2.02,1,137,31,
43366530,Tanunda Apartment,257562725,Jasmine,,Tanunda,-34.52706,138.95728,Private room,220,1,136,2022-09-03,4.76,4,304,68,
43646190,Gateway to the Barossa,348529669,Greg And Mary,,Concordia,-34.59905,138.79915,Entire home/apt,150,2,26,2022-08-22,1.14,1,0,4,
43913815,Gawler Townhouse 1 Bedroom,38878329,Andrew,,Concordia,-34.59617,138.74998,Entire home/apt,207,1,115,2022-09-13,4.26,6,355,54,
43950395,Gawler Townhouses 1 Bedroom (1a),38878329,Andrew,,Concordia,-34.59618,138.75144,Entire home/apt,197,1,9,2022-05-26,0.42,6,351,5,
44450394,'Mattschoss House c1890' - Barossa comfort & style,359107874,Katelin,,Tanunda,-34.49547,138.97399,Entire home/apt,350,2,20,2022-07-13,0.85,1,35,12,
45084589,Redemption House,255318511,Ted & Kylie,,Gawler River,-34.62676,138.61104,Entire home/apt,130,1,84,2022-07-02,3.50,1,230,35,
45091753,Evanston Gardens - Close to Barossa Valley,1956923,Ted,,Buchfelde,-34.62707,138.72112,Private room,80,2,17,2022-08-30,0.81,1,356,12,
45092536,"It's Bonza! Accessibility+comfort, Barossa Valley",26657441,Nelly Stan,,Williamstown,-34.65417,138.88892,Entire home/apt,160,2,23,2022-08-03,2.60,1,296,23,
45319838,"Schomburgk Cottage- Gawler- private, cozy, unique.",179855375,Veronica,,Buchfelde,-34.6129,138.69825,Entire home/apt,140,2,0,,,1,128,0,
45548496,Barossa Lofts & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72354,139.06653,Entire home/apt,420,2,2,2020-10-04,0.08,3,0,0,
45555495,Wyndways,65827290,Hannah,,Tanunda,-34.5235,138.9528,Entire home/apt,250,2,53,2022-07-17,2.30,1,30,22,
45693523,Old Barossa Valley Inn & Bakery-Entire Main House!,92198370,Heather,,Lyndoch,-34.60238,138.88712,Entire home/apt,259,2,48,2022-08-22,2.04,2,151,23,
45714238,Barossa Loft Stay & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72339,139.06674,Entire home/apt,165,1,32,2022-01-01,1.38,3,0,4,
45714531,Barossa Double Lofts & Wood Oven Pizza Restaurant,198156088,Jane,,Springton,-34.72344,139.06642,Entire home/apt,300,1,4,2022-01-14,0.22,3,0,3,
45772254,Halletts Valley Hideaway,362336116,Charmaine,,Tanunda,-34.53838,138.93566,Entire home/apt,280,2,110,2022-09-14,5.16,1,282,66,
46126039,Kombi Camping with Gilbert,99836662,Karen,,Kalbeeba,-34.60124,138.77322,Entire home/apt,220,2,1,2021-03-25,0.05,2,153,0,
46128155,Seppeltsfield Vineyard Retreat - Barossa getaway,77871395,Jodie,,Marananga,-34.48836,138.90805,Entire home/apt,746,2,20,2022-09-03,1.13,2,210,12,
46129812,Chinner Cottage on Park,13831555,Lisa,,Angaston,-34.50476,139.04405,Entire home/apt,210,2,12,2022-09-10,2.18,1,230,12,
46929185,Parkview 5,63693332,GaryLeonie,,Kalbeeba,-34.60881,138.74895,Entire home/apt,239,2,5,2022-04-25,0.24,5,135,2,
47117855,Peaceful 2br cottage in the 🖤 of Angaston,5100298,Adele,,Angaston,-34.50362,139.04832,Entire home/apt,221,2,43,2022-08-22,2.06,2,52,24,
47449065,LYNDOCH GRAND VILLA IN BAROSSA VILLAGE SLEEPS 14,48998930,Darren,,Lyndoch,-34.6008,138.88878,Entire home/apt,681,2,15,2022-09-12,1.27,1,312,15,
47478352,Teresa Garden Holiday Home,341812742,April,,Tanunda,-34.51047,138.94969,Entire home/apt,345,2,29,2022-07-11,1.60,1,315,18,
47925036,Whiterocks Tanunda short walk to resteraunts,53620255,Peter,,Tanunda,-34.52408,138.95884,Entire home/apt,648,2,10,2022-09-12,1.51,1,310,10,
47927838,Vintage Chic Home,325056755,Ian,,Buchfelde,-34.59727,138.74474,Entire home/apt,140,2,55,2022-09-18,2.85,1,296,37,
48061876,HISTORIC BAROSSA - 1890s 2 STOREY HAYLOFT,2660469,Mark And Fiona,,Springton,-34.70862,139.0886,Entire home/apt,176,2,44,2022-09-18,2.67,2,304,37,
48161724,The Cottage at Riverside Farm,308444810,Louise,,Lyndoch,-34.57871,138.89575,Entire home/apt,269,2,1,2021-04-14,0.06,2,280,0,
48248462,Peaceful 3br cottage in the 🖤 of Angaston,5100298,Adele,,Angaston,-34.50347,139.04836,Entire home/apt,320,2,10,2022-07-10,0.55,2,52,7,
48367802,Little Eden - See Barossa Valley & bring your pet,109279546,Mike,,Eden Valley,-34.64301,139.09948,Entire home/apt,184,2,80,2022-09-02,4.26,1,312,43,
48457019,Flaxman: historic Goat Square Cottages in Tanunda,132901790,Mary,,Tanunda,-34.52442,138.95396,Entire home/apt,403,2,34,2022-09-20,2.12,3,312,27,
48457377,Menge: historic Goat Square Cottages in Tanunda,132901790,Mary,,Tanunda,-34.52476,138.95392,Entire home/apt,299,2,21,2022-09-15,1.35,3,281,17,
48457650,Kavel: historic Goat Square Cottages in Tanunda,132901790,Mary,,Tanunda,-34.52296,138.95549,Entire home/apt,288,2,25,2022-08-14,1.53,3,268,22,
48507184,Gateway to the Barossa Valley.,70840103,Bronwyn,,Concordia,-34.59695,138.77248,Entire home/apt,120,2,28,2022-09-18,1.57,1,151,19,
48999138,The Station - luxury group accommodation,3524070,Bridget,,Kapunda,-34.34125,138.90894,Entire home/apt,1500,2,21,2022-09-18,1.26,1,311,15,
49064366,Kalimna House,133655329,Nick,,Nuriootpa,-34.46029,139.00439,Entire home/apt,270,2,12,2022-08-21,0.69,1,0,6,
49116056,Gawler Townhouses 1c,38878329,Andrew,,Concordia,-34.59454,138.75083,Entire home/apt,185,1,17,2022-08-06,0.98,6,343,9,
49197946,Barossa Valley Views Eco Farm Stay Angaston,52444929,Kirsten,,Angaston,-34.50534,139.04097,Private room,170,2,12,2021-11-28,0.75,1,0,3,
49200495,Possum Cottage,27083172,Nick,,Tanunda,-34.53145,138.94868,Entire home/apt,227,1,136,2022-09-04,8.00,2,99,104,
49448518,HISTORIC BAROSSA - 1890 STABLES WITH WOODFIRE,2660469,Mark And Fiona,,Springton,-34.70727,139.08799,Entire home/apt,179,2,33,2022-09-21,2.00,2,308,22,
49863533,CRUSH Guest Room & Ensuite-Hewitson Barossa Valley,402141220,Hewitson Winery,,Tanunda,-34.49649,138.97872,Entire home/apt,255,1,85,2022-09-18,5.24,4,343,64,
49865101,PRESS Guest Room & Ensuite-Hewitson Barossa Valley,402141220,Hewitson Winery,,Nuriootpa,-34.49466,138.97793,Entire home/apt,255,1,81,2022-09-16,5.14,4,329,60,
49910082,Auricht Cottage,6187392,Mai,,Tanunda,-34.50957,138.96629,Private room,120,1,11,2022-01-08,0.69,1,0,6,
49912569,THE WINERY SUITES - Hewitson Barossa Valley,402141220,Hewitson Winery,,Nuriootpa,-34.49469,138.97754,Entire home/apt,774,2,3,2022-06-13,0.34,4,318,3,
49913465,Rural retreat! 5 min to wineries / 10 min to town,9683914,Angela,,Bethany,-34.57072,138.98764,Entire home/apt,1029,2,31,2022-08-13,2.27,1,85,30,
49931720,Exclusive Barossa country lodge/retreat,8926804,Julie,,Cockatoo Valley,-34.61944,138.83237,Entire home/apt,795,2,16,2022-08-28,1.23,1,284,15,
50010309,Family Cabin,20245136,Seppelts View,,Marananga,-34.48919,138.92346,Entire home/apt,197,1,16,2022-08-04,1.03,4,257,11,
50141467,The Crescent,150886171,Penny,,Nuriootpa,-34.4787,138.99536,Entire home/apt,350,2,0,,,1,155,0,
50248356,"Barossa-Gabby's Holiday House-Wifi, Indoor fire",395027969,Gina,,Nuriootpa,-34.46797,138.97201,Entire home/apt,480,2,31,2022-09-10,2.16,1,269,27,
50527203,"Basedow Haus
Barossa Valley",408243200,Max,,Tanunda,-34.52588,138.96365,Entire home/apt,690,2,19,2022-08-28,1.32,1,212,18,
50530409,King Suite,63693332,GaryLeonie,,Hewett,-34.59314,138.74679,Entire home/apt,225,2,10,2022-07-14,0.69,5,322,9,
50581037,Barossa house in the vines & stunning valley view!,103898307,Anna And David,,Marananga,-34.49959,138.94331,Entire home/apt,550,2,52,2022-09-16,4.32,1,320,52,
50835494,Peace and serenity in the heart of the Barossa,410966448,Lisa,,Tanunda,-34.53955,138.94362,Entire home/apt,325,1,34,2022-09-13,2.49,1,295,30,
50946022,Magpie House,412005775,Sandy,,Tanunda,-34.523006,138.960617,Entire home/apt,314,2,17,2022-08-22,2.02,1,154,17,
50982705,Angaston Lodge  - 7 acres,412389155,Tony,,Angaston,-34.494114,139.048141,Entire home/apt,286,2,0,,,1,317,0,
51296366,"The olde Hamilton shop, Between Clare and Barossa",261874745,Stella,,Kapunda,-34.21801,138.87789,Entire home/apt,175,1,13,2022-06-22,1.00,1,333,12,
51378316,Manor House - One Bedroom,383527612,Jean-Claude,,Kapunda,-34.23416,138.97174,Entire home/apt,348,1,1,2022-07-05,0.38,7,322,1,
51378839,Manor House - Two Bedrooms,383527612,Jean-Claude,,Kapunda,-34.2344,138.97292,Entire home/apt,464,1,2,2022-05-29,0.17,7,322,2,
51379621,Manor House - Three Bedrooms,383527612,Jean-Claude,,Kapunda,-34.23294,138.97206,Entire home/apt,580,1,1,2021-10-11,0.09,7,322,1,
51394076,Heritage on King Street,63693332,GaryLeonie,,Hewett,-34.5932,138.74565,Entire home/apt,225,2,1,2021-12-09,0.10,5,263,1,
51410334,Head Gardeners Cottage - One Bedroom - 1 night,383527612,Jean-Claude,,Kapunda,-34.23298,138.97304,Private room,348,1,0,,,7,322,0,
51410362,Head Gardeners Cottage - Three Bedroom,383527612,Jean-Claude,,Kapunda,-34.23212,138.97269,Private room,580,1,3,2022-09-04,0.59,7,322,3,
51410372,Head Gardeners Cottage - Two Bedroom - 1 night,383527612,Jean-Claude,,Kapunda,-34.233,138.97263,Private room,464,1,0,,,7,322,0,
51673748,Oscars at Marananga Cottages - Country Charm,275161574,Wendy,,Marananga,-34.48333,138.93814,Entire home/apt,354,2,7,2022-08-21,0.54,1,309,5,
51851038,★ Lochnagar Barossa ★  ✔ 3 En-suites ✔ Walking distance to wineries ✔,397924132,David And Ruth,,Tanunda,-34.5119,138.96443,Entire home/apt,409,2,10,2022-07-22,0.89,1,54,10,
52173111,Barossa Valley Winemaker 3 Bedroom Tanunda Cottage,422357766,Brett,,Tanunda,-34.52254,138.95537,Entire home/apt,332,2,28,2022-09-17,2.28,1,163,27,
52195885,Complementary Bacon & Egg provisions provided :),285235468,Kate,,Tanunda,-34.528957,138.952377,Entire home/apt,289,2,41,2022-08-24,3.42,1,124,41,
52293256,"Kiron - Cottage in Kapunda, gateway to the Barossa",78037905,Steph,,Kapunda,-34.338913,138.910217,Entire home/apt,160,2,23,2022-05-07,2.02,2,87,23,
52410760,The Winemakers - Greenock,11027064,Wyndham,,Greenock,-34.45884,138.93141,Entire home/apt,320,1,40,2022-09-11,3.53,2,72,40,
52482939,Wilsford House - Barossa History & Modern Elegance,424812770,Melissa,,Lyndoch,-34.58893,138.87763,Entire home/apt,800,2,3,2022-04-17,0.47,1,328,3,
52866873,Escape to the country - ‘The Winemakers Bolthole’,11027064,Wyndham,,Greenock,-34.45872,138.92955,Entire home/apt,330,1,6,2022-07-31,0.69,2,70,6,
52923843,Benbullen Retreat,255507745,Janine,,Angaston,-34.54581,139.02852,Entire home/apt,1886,2,3,2022-06-05,0.50,2,300,3,
52941561,Unique Cottages Gawler-2 bedroom Settlers Cottage,52911779,Jacqui,,Buchfelde,-34.60709,138.74812,Entire home/apt,271,1,3,2022-06-10,0.39,2,1,3,
53055342,1 Small Batch Accommodation,326577506,Jon,,Springton,-34.70667,139.08884,Entire home/apt,150,1,51,2022-09-04,4.90,2,64,51,
53068838,1858 Barossa Accommodation entire farmhouse.,164905660,Melissa-Jane,,Moculta,-34.45957,139.1106,Entire home/apt,837,2,22,2022-09-18,2.37,1,242,22,
53101008,Barossa Breakaway,429874958,Matthew,,Tanunda,-34.52978,138.95177,Entire home/apt,280,2,18,2022-09-18,1.96,1,120,18,
53111469,BIRCHWOOD ON BRIDGE,78710746,Emma,,Tanunda,-34.519,138.96138,Entire home/apt,464,2,42,2022-09-18,4.70,1,271,42,
53157588,4 Bedroom Barossa Home with Large Garden and Pool,175822582,Josh,,Light Pass,-34.46445,139.02354,Entire home/apt,895,2,6,2022-08-21,1.14,1,134,6,
53207344,Hide away or enjoy the nearby Barossa,430748967,Trent,,Tanunda,-34.52294,138.95382,Entire home/apt,253,2,17,2022-09-18,2.46,1,318,17,
53245474,"""Topp House"" Retreat Barossa",431071310,Jessica,,Bethany,-34.53872,138.96921,Entire home/apt,217,1,43,2022-09-20,5.81,1,330,43,
53246772,Unique Cottages-Gawler Lovely 3 bedroom,52911779,Jacqui,,Kalbeeba,-34.60921,138.75077,Entire home/apt,262,4,2,2022-01-07,0.22,2,55,2,
53282576,Adorable country unit minutes from the Barossa....,44703607,Sue,,Kalbeeba,-34.62527,138.75143,Entire home/apt,145,1,29,2022-09-15,2.84,1,339,29,
53368442,Gawler Townhouses 1b,38878329,Andrew,,Concordia,-34.59412,138.74956,Entire home/apt,196,1,12,2022-08-09,1.20,6,305,12,
53498238,2 Small Batch Accommodation,326577506,Jon,,Springton,-34.70765,139.08727,Entire home/apt,150,1,44,2022-09-04,4.47,2,66,44,
53597878,Back bungalow,27083172,Nick,,Tanunda,-34.530571,138.949783,Entire home/apt,176,1,76,2022-09-06,8.17,2,109,76,
53817822,Spacious home in the heart of the Barossa!,223639320,Jane,,Nuriootpa,-34.47271,138.99197,Private room,92,1,24,2022-08-29,2.72,1,327,24,
54151696,Quiet Rural Retreat in beautiful wine country,439026671,Kate,,Mount Crawford,-34.72948,138.96463,Entire home/apt,174,2,18,2022-09-05,3.94,1,320,18,
54187049,The Red Door @ Barossa Valley ★Vineyard View★,439331891,Emma&Roger,,Nuriootpa,-34.47056,138.9668,Entire home/apt,413,2,7,2022-08-08,1.08,8,58,7,
542934522374568605,"Ultimate Barossa Retreats massages, facials, relax",9380091,Kym,,Tanunda,-34.52691,138.95414,Entire home/apt,300,2,0,,,17,6,0,
563854793233301758,2 Bedroom Family Cottage - Sleeps up to 6,10421165,Mark And Fiona,,Lyndoch,-34.60339,138.88237,Entire home/apt,209,2,7,2022-08-16,1.71,2,295,7,
597299948635932099,Coachman's Cottage  (entire 2 Bedroom Cottage),383527612,Jean-Claude,,Kapunda,-34.23344,138.97347,Entire home/apt,986,1,0,,,7,341,0,
598893796161066227,Sierra Madre - Idyllic stay in the heart of town.,91611833,Shannon,,Tanunda,-34.525082,138.955566,Entire home/apt,493,2,25,2022-09-03,4.84,1,281,25,
610466336457949581,McGill Vineyard Barossa,428181353,Tita,,Penrice,-34.48698,139.03345,Entire home/apt,283,2,10,2022-09-09,2.50,1,321,10,
611369443768980724,Neat & Tidy Home with Private Entertaining Area,455612017,Stacey,,Angaston,-34.508907,139.043564,Entire home/apt,250,2,2,2022-07-08,0.59,1,143,2,
622557982255835128,Camping with a little luxury,344402367,Lisa,,Concordia,-34.590874,138.764938,Entire home/apt,110,1,4,2022-08-27,1.10,1,31,4,
623438660532088604,"Tanunda Abode - Two BR, Two Bath",27555575,Lisa,,Tanunda,-34.52669,138.95563,Entire home/apt,315,2,12,2022-09-17,4.86,1,238,12,
625072901481223153,Gorgeous stone cottage; stay & explore the Barossa,63139941,Charlotte,,Angaston,-34.50005,139.04258,Entire home/apt,226,2,15,2022-09-18,4.37,1,337,15,
634520727307763774,Mattner House Family Vacation Resort with Alpacas,460856186,Awesome,,Altona,-34.58813,138.93308,Entire home/apt,1603,1,1,2022-09-04,1,4,327,1,
637886639776162642,Deluxe Queen Room,461601857,The Wine,,Tanunda,-34.51565,138.97143,Entire home/apt,227,1,3,2022-09-03,1.36,7,333,3,
637906590837702599,Deluxe Twin Room,461601857,The Wine,,Tanunda,-34.515,138.97133,Entire home/apt,244,1,0,,,7,344,0,
637911090164505078,Double Room,461601857,The Wine,,Tanunda,-34.5141,138.97297,Entire home/apt,237,1,0,,,7,304,0,
637920461053069878,Superior Queen Room,461601857,The Wine,,Tanunda,-34.51431,138.97142,Entire home/apt,284,1,3,2022-09-02,1.76,7,344,3,
637922201318817861,Superior Twin Room,461601857,The Wine,,Tanunda,-34.51436,138.97158,Entire home/apt,247,1,0,,,7,331,0,
637928149292994175,Accessible Room,461601857,The Wine,,Tanunda,-34.5149,138.97312,Entire home/apt,219,1,0,,,7,329,0,
637931106243766297,Family Room,461601857,The Wine,,Tanunda,-34.5135,138.97279,Entire home/apt,296,1,2,2022-06-27,0.67,7,349,2,
642268024740404371,Charming cottage in Angaston,461929112,Marilyn And Adam,,Angaston,-34.5009,139.05192,Entire home/apt,269,2,9,2022-09-18,3.14,1,326,9,
646541825645212790,"‘Apton Field’
2 Br Cottage in the Barossa Valley",234210445,Song,,Flaxman Valley,-34.65128,139.0623,Entire home/apt,190,2,5,2022-09-18,1.69,1,356,5,
650373014543141159,"Cosy Barossa Getaway - Beautiful, 3BR Retreat",149391451,Gingerbread-Haus,,Tanunda,-34.5354566,138.95152,Entire home/apt,226,2,7,2022-08-28,3.13,1,12,7,
657633783007400043,Rocky House Pergola Resort,460856186,Awesome,,Altona,-34.59342,138.9275,Entire home/apt,1021,1,3,2022-09-11,1.25,4,329,3,
666183097301109965,Kraft Vintage House,460856186,Awesome,,Altona,-34.57409,138.94291,Entire home/apt,891,1,3,2022-08-27,1.34,4,303,3,
668396960497325094,Chateau Yaldara House,460856186,Awesome,,Lyndoch,-34.57667,138.875,Entire home/apt,1367,1,1,2022-09-04,1,4,66,1,
674136485566649262,Barossa on Sturt,462115682,Jane,,Angaston,-34.50535,139.04759,Entire home/apt,330,1,7,2022-09-18,4.57,1,318,7,
674946640582232212,Stoneleigh Cottage 1 - 2 night,88080137,Georgie,,Angaston,-34.49909,139.04328,Entire home/apt,220,2,0,,,2,257,0,
674946704428630052,Stoneleigh Cottage 2 - 2 night,88080137,Georgie,,Angaston,-34.50047,139.04146,Entire home/apt,240,2,2,2022-09-11,1.36,2,294,2,
679330074770382060,Spacious first floor just for you! Gawler SA,124017088,Michelle,,Buchfelde,-34.600042942479774,138.73399168252945,Private room,75,1,4,2022-09-18,2.26,1,344,4,
681601688514895701,Historic Adelaide Hills Beauty,472161981,Heather,,Mount Pleasant,-34.8093972,139.0106313,Entire home/apt,1105,1,0,,,6,365,0,
685039112890901249,Horse Side Tiny House,154813436,Tiny Away,,Kapunda,-34.34379,138.90676,Entire home/apt,191,1,0,,,1,47,0,
692241142898358266,Situated in the beautiful Barossa Valley,474741294,Carl,,Lyndoch,-34.60035,138.88431,Entire home/apt,175,2,0,,,1,298,0,
701030563032420807,Ferment Suite - Hewitson Guest Suite,402141220,Hewitson Winery,,Tanunda,-34.49629,138.9778,Entire home/apt,343,1,1,2022-09-11,1,4,345,1,
702031267609659440,Comfy Studio 3 @ Blickinstal Barossa Valley Retreat,439331891,Emma&Roger,,Bethany,-34.55496,138.97924,Entire home/apt,115,1,0,,,8,148,0,
703395754090693752,Adorable Lodge 1 @ Blickinstal Retreat,439331891,Emma&Roger,,Bethany,-34.55427,138.97873,Entire home/apt,138,1,0,,,8,143,0,
703454945429923296,Vineyard View | Villa @ Blickinstal Retreat,439331891,Emma&Roger,,Bethany,-34.55355,138.978,Entire home/apt,202,1,0,,,8,150,0,
703872734491160951,Adorable Lodge 2 @ Blickinstal Retreat,439331891,Emma&Roger,,Bethany,-34.55361,138.9776,Entire home/apt,138,1,0,,,8,135,0,
703873092978064872,Comfy Studio 4 @ Blickinstal Barossa Valley Retreat,439331891,Emma&Roger,,Bethany,-34.55489,138.97899,Entire home/apt,115,1,0,,,8,122,0,
703873217398549559,Comfy Studio 5 @ Blickinstal Barossa Valley Retreat,439331891,Emma&Roger,,Bethany,-34.55286,138.97781,Entire home/apt,115,1,0,,,8,135,0,
703873326508107679,Comfy Studio 6 @ Blickinstal Barossa Valley Retreat,439331891,Emma&Roger,,Bethany,-34.55305,138.97919,Entire home/apt,115,1,0,,,8,136,0,
706793228615597287,The Winemaker's Haus,175722042,Alex,,Tanunda,-34.5354566,138.95152,Entire home/apt,223,2,0,,,1,198,0,
710030719091093922,"A perfect winery weekend-2BR, fireplace, shops!",417586028,Yannie Haus,,Tanunda,-34.52638,138.95469,Entire home/apt,314,2,0,,,1,4,0,
710524974978038346,Private room in historic homestead,472161981,Heather,,Mount Pleasant,-34.80901,139.00962,Private room,235,1,0,,,6,365,0,
710534038004136972,2 double bedrooms in historic villa,472161981,Heather,,Mount Pleasant,-34.81041,139.00875,Shared room,288,1,0,,,6,365,0,
710539443193386772,6 guests in 3 double bedroom historic house,472161981,Heather,,Mount Pleasant,-34.80939,139.01149,Private room,432,1,0,,,6,365,0,
710541909725452985,10 guest stay in historic homestead,472161981,Heather,,Mount Pleasant,-34.8083,139.00988,Private room,720,1,0,,,6,365,0,
710542365151976842,"8 guests , 4 double rooms in historic house",472161981,Heather,,Mount Pleasant,-34.80858,139.01167,Private room,576,1,0,,,6,365,0,
715277584798529221,Triple Creek Glamping Tent amongst Mataro Vineyard,396529571,Dorham,,Marananga,-34.4990311,138.9124627,Entire home/apt,303,1,0,,,2,365,0,
